@relation 'wavelet_glcm_hsv_hu_lbp-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.3  f10+0.291f9+0.287f3+0.286f4+0.268f6...' numeric
@attribute '0.345f1+0.324f26-0.303f29+0.3  f7+0.286f2...' numeric
@attribute '-0.453f5+0.429f18+0.38 f31+0.329f11+0.302f13...' numeric
@attribute 0.554f25-0.453f17+0.289f26-0.245f21+0.244f5... numeric
@attribute 0.518f18+0.462f31+0.348f17-0.301f11-0.292f12... numeric
@attribute 0.693f15-0.648f14-0.284f16+0.078f12-0.061f18... numeric
@attribute -0.91f16+0.407f14+0.043f11-0.038f13-0.037f8... numeric
@attribute -0.704f15-0.629f14-0.291f16-0.083f7-0.066f11... numeric
@attribute '0.47 f7+0.396f10-0.384f8+0.287f5+0.253f18...' numeric
@attribute '0.756f11-0.552f13-0.249f12+0.188f21+0.1  f28...' numeric
@attribute 0.745f21+0.364f28-0.286f11+0.205f26-0.174f7... numeric
@attribute -0.764f12+0.578f13-0.166f8+0.132f11+0.086f7... numeric
@attribute 0.685f7+0.495f8+0.218f26+0.211f9-0.179f1... numeric
@attribute class {Highway,Pasture,Residential,River}

@data
-1.16982,-0.63042,2.709844,-0.667963,-0.649903,-1.222417,1.428235,0.524086,0.433159,-0.101624,-0.245502,0.743771,-1.059244,Pasture
-1.188199,-0.702538,2.308893,0.678858,1.338963,1.059148,-1.341104,-0.205809,1.398648,-0.022461,0.102303,-0.708211,0.640298,Pasture
-2.979071,-2.441939,0.785899,-1.978156,0.873536,1.449015,0.389336,0.427387,-0.852298,-0.672227,0.372233,0.609673,0.354969,Pasture
-1.691993,-0.57963,2.211581,-0.034005,2.60615,-1.971243,-0.512315,-0.049714,0.135068,1.027752,-0.255474,0.165485,-0.25396,Pasture
-2.59565,-1.420407,-0.358658,-0.102665,1.020004,-0.475776,-1.289051,1.320875,-0.184959,-0.095482,0.819078,0.211086,0.103506,Pasture
-0.599162,-0.715912,6.196787,-0.108266,0.660302,-0.324594,-0.528494,-2.045583,0.38784,1.107824,-1.298816,0.876432,0.229312,Pasture
-1.391539,0.515591,0.32111,0.970923,1.166915,-1.742882,-0.519415,0.014654,-0.079032,-0.547806,0.51758,0.467783,0.239318,Pasture
-1.120414,-1.162824,2.71511,-0.652513,0.510284,1.064476,-1.560001,-0.264754,1.311781,-0.641682,0.591926,0.514042,0.427965,Pasture
-0.824735,-0.594936,4.000463,0.143774,-0.409599,-1.061823,1.341861,0.256659,0.379875,0.282804,-1.157919,-0.412817,0.681754,Pasture
-1.153051,-0.861213,1.693875,0.791015,0.096028,1.643091,0.471037,0.322328,1.047966,0.657704,0.64018,0.501927,1.028484,Pasture
-1.182453,-0.871672,2.045719,-0.579692,-0.989763,1.264569,-1.355849,-0.158827,0.797541,0.238664,1.171349,-1.341773,-0.669118,Pasture
-2.578333,-2.633776,3.280658,-3.264206,0.991682,-0.599405,-1.412861,1.100254,-0.25717,0.285583,-1.364677,-0.844966,-0.575787,Pasture
-1.490303,-0.24769,0.273624,0.232088,-1.563396,0.427799,0.470918,1.812356,-0.753878,0.213996,0.876777,-0.708069,-0.015021,Pasture
0.147529,-0.63684,3.242209,0.658298,-1.479702,0.517614,0.49102,1.826518,2.013799,-0.068578,0.313891,-0.096641,0.333735,Pasture
-2.571913,-1.45421,1.151858,-0.952335,2.12329,1.369349,0.431895,0.465455,-0.000215,-1.239879,-0.481092,0.5397,-0.031436,Pasture
-1.900345,-1.075463,-1.088887,0.571778,-0.889896,1.060533,-1.330211,-0.025537,-0.407341,-0.059577,0.270583,0.904676,-0.901326,Pasture
-2.189358,-1.409197,0.735351,-0.347524,1.601944,-0.474583,-0.498491,-1.264262,0.152345,0.177272,0.805319,0.355497,-0.524243,Pasture
-1.75892,-1.072169,1.223571,-0.860965,0.868774,-0.333631,-0.520037,-1.349023,0.689978,0.124902,0.944279,-1.184861,-0.673305,Pasture
-1.205102,-0.053787,-0.108344,1.24906,-0.473218,-0.345467,-1.470269,1.514871,-0.157755,-1.037003,0.897859,1.358608,-0.63796,Pasture
-0.901857,0.736693,0.047109,1.22475,-1.055232,0.380816,1.384936,-0.862337,0.871011,1.022574,0.140159,0.511188,-0.664831,Pasture
-1.764526,-0.879227,-0.011853,-0.006172,0.202843,1.658226,0.406436,0.682642,-0.305594,-1.605768,1.203533,1.295069,-0.541182,Pasture
-1.265356,-0.655053,-0.376319,1.585804,-0.359787,-0.134516,-0.522938,-1.084356,0.621042,-1.036592,1.384723,-0.866393,-1.673631,Pasture
-2.103398,-0.248861,-0.775473,0.759748,0.650484,-1.645404,-0.454472,0.125916,0.265548,0.704536,0.924949,0.215803,0.001875,Pasture
-0.838956,-0.592658,2.814527,-0.305711,-1.729899,0.5406,0.467264,1.796575,1.164316,-0.674463,0.194335,-0.902913,0.103636,Pasture
-2.760579,-2.896602,2.869794,-2.521156,0.681838,-0.468547,-1.43684,1.195159,-0.031406,-0.148791,0.007575,-0.370269,-0.299187,Pasture
-2.120144,-0.290773,-0.658925,1.540814,-0.267053,-1.448176,-0.460267,0.14937,0.053126,0.367169,0.982255,-0.648006,-0.336877,Pasture
-2.880597,-2.79773,2.214491,-1.610647,-0.347313,0.314443,1.309967,-0.915929,0.170402,0.667936,0.192217,-0.645701,-0.489007,Pasture
-0.061839,-0.276712,2.867794,0.637016,-2.542945,0.63971,0.4528,1.800324,0.6957,-0.218661,0.479324,-0.297489,0.658646,Pasture
-1.481378,-0.498578,0.824616,0.754114,-1.782514,-0.094289,-0.399097,-1.507436,-0.326907,1.617784,0.366895,0.223471,-0.648713,Pasture
-0.761831,-0.982704,2.744485,0.615511,0.07406,-0.34042,-1.431466,1.251707,1.295675,0.182132,0.529068,0.43141,0.643703,Pasture
-1.860576,-1.187536,3.660385,-0.899381,0.415866,-1.105261,1.339579,0.404155,-0.274993,0.11301,-0.403575,-1.617121,-0.303598,Pasture
-2.58709,-1.149538,0.380623,-0.121313,1.742497,0.062889,1.22618,-0.671872,-0.220529,0.161303,0.753213,0.268109,-0.062179,Pasture
-1.071181,0.675732,2.189997,1.562147,-0.964112,-1.665656,-0.473664,-0.144804,0.157033,0.365388,-0.25315,0.988258,0.083485,Pasture
-1.196913,-1.016219,3.155017,0.046931,-1.204953,-1.639499,-0.563479,-0.153287,0.999013,0.030371,-0.244478,-0.152907,0.020258,Pasture
0.670909,-1.120612,1.965384,1.802908,-2.343293,1.413306,-1.342923,-0.417888,0.96062,1.318355,0.248001,0.029489,0.970683,Pasture
-0.780244,0.29981,-0.35025,1.921492,0.536726,0.971243,-1.421238,0.079934,0.016027,-0.876587,0.970578,0.663417,-1.120458,Pasture
-2.929739,-1.754403,0.614771,-0.650774,1.281547,0.853146,-1.278129,-0.141776,-0.410197,-0.055651,-0.039936,-1.067837,0.006286,Pasture
-1.909907,-1.110783,1.388866,-0.296748,-1.2257,-0.401221,-1.253658,1.156061,-0.023356,1.596585,-0.844955,0.516011,-0.775798,Pasture
-2.524986,-1.708184,2.929573,-0.907376,0.651998,0.207611,1.312625,-0.94939,-0.786829,0.502232,0.669349,0.976556,0.097626,Pasture
-2.518309,-2.784739,2.889674,-3.072805,-0.090926,1.611996,0.617047,0.220961,0.095785,0.582051,-0.859988,0.170348,-0.714284,Pasture
-1.388205,-0.68591,3.160948,-0.599632,-0.766754,-1.763204,-0.677592,-0.072982,0.049984,-1.22489,0.34691,-0.112521,-0.725847,Pasture
-2.589841,-1.822703,2.398369,-0.776058,0.854602,-0.343509,-0.575067,-1.567051,-0.324508,-0.541165,0.063936,0.329331,-0.317027,Pasture
-0.653566,-1.02961,4.078809,-1.000019,0.574351,1.104513,-1.670409,-0.468203,0.67453,-0.708826,0.12397,0.371717,0.745364,Pasture
-1.436113,-0.430197,-0.691416,0.78597,0.059997,-0.392931,-1.135406,1.339973,0.380566,1.199415,0.182807,-0.028967,-1.312093,Pasture
-0.780749,-0.895743,2.30314,0.650706,-1.149967,-1.58268,-0.57241,-0.207937,1.216158,-0.172077,-0.382266,0.424871,0.490064,Pasture
-1.513896,-0.374968,1.729454,0.814857,-0.934001,-1.604916,-0.45547,-0.039121,1.066346,0.557429,0.448836,0.352041,-0.115117,Pasture
-1.718284,-0.231524,1.954927,0.398992,-0.259127,-1.67552,-0.485885,-0.062173,-0.92197,1.239502,0.783465,0.425076,0.135947,Pasture
-2.554384,-1.989411,1.457547,-1.490212,-0.336562,0.052486,0.424683,1.907878,-1.002086,0.141238,-0.186961,1.547611,0.206488,Pasture
-2.087125,-1.193986,0.230868,0.472806,-0.168598,1.011153,-1.243871,-0.047823,0.112744,0.687302,0.758426,0.509231,-0.568803,Pasture
-1.04372,0.665407,3.631976,1.436821,1.72634,0.055139,0.621731,1.717734,0.662208,0.783797,-0.361574,0.192861,-0.265884,Pasture
-2.377219,-0.60383,0.443596,0.575691,1.536492,0.842845,-1.270249,-0.123449,0.054757,-0.364274,-0.197571,-0.277609,0.101574,Pasture
-2.152183,-1.162944,-0.412893,0.684339,0.79856,-0.335261,-0.471688,-1.188077,0.411283,0.000883,0.612172,0.284724,-0.99359,Pasture
-1.699165,-1.006434,1.339972,-0.037403,-0.207454,1.118255,-1.378037,-0.157896,-0.34455,-0.231265,0.781825,-0.1094,-0.327353,Pasture
-1.882155,-1.52948,2.634483,-1.50712,0.596708,1.491929,0.632699,0.166252,0.23215,1.283854,-1.229351,-0.456876,-0.581899,Pasture
0.7724,-1.301797,1.759086,0.945947,-1.196486,0.498225,1.333,-0.915271,1.512855,-0.093512,1.659973,1.071669,0.759708,Pasture
-2.037991,0.324789,-0.574163,1.142908,0.554478,1.454827,0.463716,0.420508,-0.466415,0.259783,0.643965,0.107705,0.581061,Pasture
-1.4063,-0.391173,1.620531,-0.427011,-0.412683,0.17186,0.485733,1.807966,-0.317121,0.747556,0.403412,0.544441,0.094286,Pasture
-3.063196,-2.903799,-0.423993,-2.183511,-0.288659,-0.309176,-0.562639,-1.421614,-0.291012,-0.523558,-0.411653,-1.218534,-0.587337,Pasture
-0.652241,-0.559572,3.058297,-0.099648,0.147069,-0.4888,-1.624416,1.294833,0.430909,-1.121079,-0.17122,1.391666,0.831471,Pasture
-2.495152,-1.970695,2.937214,-1.505894,0.333192,-1.233644,1.282071,0.570541,0.022764,0.617722,1.142451,0.609803,-0.078777,Pasture
-2.754093,-2.602576,-0.597878,-2.317457,-0.844883,1.540611,0.484417,0.446437,-0.51762,0.302939,0.084597,1.174862,-0.644155,Pasture
-0.642525,1.344958,1.528124,1.111798,-0.815701,1.217153,-1.388506,-0.20969,1.171031,-0.527489,0.1082,1.135602,-0.544027,Pasture
-1.364602,0.110015,0.474293,0.515647,0.594012,-0.312709,-0.437014,-1.367009,-0.31438,0.475012,0.862491,-0.271758,-0.275858,Pasture
-1.538871,-1.315578,1.487431,-0.701173,-0.110788,1.641305,0.526258,0.499759,1.318207,0.165594,0.91199,-0.712379,-0.843011,Pasture
-2.048762,-1.513306,-0.174689,0.344396,0.747947,-1.156118,1.241303,0.789994,0.672113,0.043937,1.066157,0.315454,-0.905222,Pasture
0.316584,0.899142,1.154726,2.504237,-0.136437,-1.65669,-0.329797,0.144602,-0.731557,1.634803,0.395431,0.392981,-2.44465,Pasture
-2.848756,-2.054051,0.91792,-1.43734,1.148901,-0.015423,0.428598,1.836414,-0.150702,-0.003346,0.33377,-0.250718,0.071148,Pasture
-2.757515,-1.031922,1.339702,0.684248,0.956086,0.905016,-1.259618,-0.118528,-0.729985,0.812817,1.060456,0.617912,0.480833,Pasture
-1.873693,-0.304551,-0.449179,0.46284,0.414479,1.445774,0.496704,0.399692,-0.224249,0.351911,0.008869,0.903746,0.096173,Pasture
-1.869198,-0.645475,-0.966162,1.216206,0.389633,1.527808,0.465437,0.503943,0.508533,0.428505,1.094461,0.981898,0.378158,Pasture
-2.029669,-1.502926,4.325191,-0.886216,0.990906,1.63393,0.478468,0.330928,0.195447,-0.289045,0.324404,0.074518,-0.07482,Pasture
-2.401636,-1.999097,0.231316,0.242804,0.311635,-0.473139,-1.167154,1.314846,0.489385,1.006454,-0.281593,0.183877,-1.056068,Pasture
-0.321086,1.489325,0.841049,0.802458,0.29659,-0.399304,-1.350862,1.286484,-0.152163,-0.076095,0.731074,0.528299,-0.372159,Pasture
-2.399904,-0.906114,-0.473575,-0.220865,0.347974,-0.45229,-1.289396,1.194842,-0.598227,0.12485,-0.639083,-0.254719,-0.419016,Pasture
-1.361283,-0.249216,0.78919,0.702731,-1.481093,0.48077,1.377913,-0.859784,1.403526,0.86065,0.613567,-0.348057,-0.3262,Pasture
-1.982361,-0.996591,1.213426,0.680727,-0.71263,-0.147234,-0.493276,-1.309542,0.14959,0.110727,1.253682,-0.118687,-0.622563,Pasture
-1.925193,-0.546329,0.439124,0.978617,0.266153,-0.360293,-1.324058,1.357779,0.201141,-0.442736,0.219809,0.059893,-0.697487,Pasture
-2.841674,-2.551841,2.679963,-2.062418,0.996112,0.135234,1.284996,-0.946979,-0.254989,-0.514809,0.265965,0.822799,-0.216614,Pasture
-1.186733,0.813476,0.062065,1.592939,-0.709984,0.374968,1.308996,-0.830171,-1.078572,-0.215519,0.618763,0.819309,-0.440643,Pasture
-2.366641,-1.705631,2.10988,-0.690231,0.101344,-0.326097,-0.499093,-1.571451,-0.410519,0.006241,-0.128104,-0.368106,-0.453479,Pasture
-0.71674,0.100441,2.841107,1.11101,0.960846,0.308815,1.29646,-1.040857,0.637301,-0.2801,0.004492,-0.249801,0.762561,Pasture
-1.571143,0.078327,0.195002,1.955054,0.392009,-1.101268,1.273658,0.737153,0.140234,0.44316,0.632147,0.154388,-0.526777,Pasture
-1.886595,-1.035273,1.690549,-0.201212,2.067933,0.711858,-1.157028,-0.149426,0.496986,1.243245,0.229379,0.411406,-0.489596,Pasture
-2.914405,-2.840957,2.298627,-1.815543,0.195904,-1.83363,-0.604957,0.019158,0.245366,-0.566767,0.698049,0.342017,-0.529748,Pasture
-2.106976,-0.588792,-0.245485,1.809526,0.746995,0.846194,-1.208179,-0.162375,-0.260724,0.738715,-0.960327,-0.270077,-0.707636,Pasture
-2.605648,-1.385137,0.410629,-0.052836,0.847802,-0.338449,-0.569287,-1.317946,-0.420586,-0.227278,0.830773,0.04832,0.033013,Pasture
-1.386443,0.106574,-0.750664,0.599366,-1.009388,1.715829,0.478098,0.528872,1.271104,-0.519411,0.848851,0.562062,0.086702,Pasture
-0.965008,0.358538,-0.638862,0.775974,-2.057247,1.901942,0.570949,0.580682,0.678885,-0.527735,1.351628,0.777532,-0.539514,Pasture
-2.696651,-1.751028,0.341344,-0.981588,1.287283,-1.274476,1.221726,0.562025,-0.12667,-0.906504,-0.302881,0.025685,-0.088605,Pasture
-2.376529,-2.192806,2.386012,-2.056515,0.51111,1.579896,0.45946,0.331898,-0.208087,-0.252756,-0.42851,-0.129111,-0.447531,Pasture
-0.813772,-0.523101,2.051841,0.386115,-0.656359,-0.269828,-1.450091,1.129765,0.616389,0.170902,0.29726,0.086239,1.034547,Pasture
-2.801098,-2.43102,2.194132,-1.842109,0.619661,0.099809,0.436799,1.847981,-0.217222,-0.433408,0.086391,-0.049863,-0.029696,Pasture
-1.381581,0.056281,0.796969,0.886452,0.13527,-1.62056,-0.536039,0.05364,-0.110224,-0.239577,0.568308,-0.859704,-0.30913,Pasture
-3.034097,-2.627158,0.43461,-1.719849,0.566396,1.449157,0.442893,0.44857,-0.311448,0.19949,0.129542,0.585104,-0.350355,Pasture
-0.038286,0.209865,0.668094,2.043656,-2.652403,1.526975,-1.392682,-0.327,0.250927,-0.014857,0.484701,-0.97195,1.007593,Pasture
-1.718513,-0.744149,0.552053,0.934632,-0.37526,1.154609,-1.292103,-0.074806,0.344834,-0.279668,0.261425,-1.163522,-0.802653,Pasture
-2.077395,-1.654546,2.420663,-1.771784,0.33309,0.983033,-1.301008,-0.359914,-0.32847,1.291194,-0.052665,-0.710275,-0.452582,Pasture
-0.544012,0.695069,0.311681,1.599683,-0.603672,0.349474,0.476838,1.974878,-0.423993,-0.658867,0.465631,-0.128279,-1.06848,Pasture
-3.063168,-3.192533,1.914898,-2.895163,0.411133,0.15121,1.310832,-1.018203,-0.037444,1.073096,-0.517822,-0.526613,-0.396973,Pasture
-3.294927,-3.334207,0.563644,-2.309843,0.091786,0.91261,-1.433833,-0.134998,-0.145208,-0.223828,0.383443,-0.151893,-0.407384,Pasture
-1.176139,-1.032561,2.585805,-0.159565,-1.01842,-1.623095,-0.604756,-0.186048,1.055165,0.107934,0.434183,0.580399,0.844738,Pasture
-0.611025,0.672325,1.090303,1.621877,-0.931919,-0.865532,1.321641,0.625063,0.381457,0.011114,1.323866,-0.728965,-0.881318,Pasture
-1.480447,-1.013641,2.139672,-0.08579,0.454632,1.636939,0.447708,0.318565,0.830723,-0.016354,0.283242,0.436923,0.782412,Pasture
-2.487532,-2.091435,0.132829,-0.978926,-0.576427,-1.070731,1.223275,0.597601,-0.359839,0.16202,0.532596,-0.167351,0.042504,Pasture
-1.441808,-0.042925,2.06168,1.264296,1.083244,-0.354188,-0.432246,-1.357688,0.56537,0.308316,1.142376,0.617922,-0.177206,Pasture
-0.747772,0.121105,3.802847,-0.845443,0.052858,0.23329,1.52476,-1.174878,2.040105,0.974279,-0.278479,0.693562,-0.64051,Pasture
-3.642553,-2.18121,1.175133,-0.82255,-0.120157,-0.259421,-0.545813,-1.320383,-1.620493,0.811455,1.943938,0.387891,0.460643,Pasture
-1.86818,-1.082683,1.284573,-0.671952,-1.230163,-0.327584,-1.397028,1.331823,0.619693,0.010845,0.577502,1.085299,-0.534435,Pasture
-0.69901,0.842395,1.45062,1.083152,-0.793708,1.150209,-1.155839,-0.363723,1.050409,1.857172,0.45087,-0.167939,-0.162287,Pasture
-2.608119,-1.728768,0.48281,-0.650294,0.085966,1.065766,-1.40627,-0.149479,-0.533322,-0.383914,0.409526,0.360251,0.027564,Pasture
-1.946032,-0.954513,3.770669,-0.427639,2.11625,-0.110363,0.45228,1.944163,-0.404099,-0.679802,-0.21015,0.952212,-0.106822,Pasture
-1.277475,-0.012338,1.720384,0.406747,-1.197365,-0.13887,-1.376501,1.245839,-0.410026,0.399824,1.460474,-0.880026,-0.024478,Pasture
-2.185662,-2.151456,1.993722,-1.618644,-0.603855,-0.356341,-1.690694,1.505946,0.483244,-2.007951,-0.285656,0.374313,-0.758362,Pasture
-0.872245,0.065572,0.778013,0.589867,-2.69397,0.508751,0.498338,1.852869,1.287717,0.307727,0.31576,0.883812,0.368677,Pasture
-2.229501,-1.901265,-1.149241,-0.351658,-1.915848,-0.170747,-1.390852,1.301088,-0.365026,-0.320091,-0.395311,-0.378294,-0.605042,Pasture
-1.757141,-0.636499,1.850229,-0.295954,0.250254,0.210905,0.42027,1.979412,-0.259297,-0.791058,0.981206,0.402913,-0.07337,Pasture
-2.663147,-2.149885,0.111894,-1.544142,-0.401105,-0.277813,-0.585218,-1.492942,-0.279114,-0.602406,-0.155769,-0.450255,-0.143959,Pasture
-0.574153,0.418181,3.391501,1.429496,-0.404194,1.366784,-1.559998,-0.426912,-0.092615,-1.121727,0.230726,0.327062,1.120379,Pasture
-2.582086,-1.865501,0.809247,-1.630359,-0.301857,1.008295,-1.365398,-0.368975,-0.798994,0.396507,-0.631842,-0.237379,0.095939,Pasture
-1.750425,-0.449526,0.10841,0.575361,-2.119359,1.303847,-1.377089,-0.280047,-1.112184,-0.293806,-0.448675,-0.628236,-0.358647,Pasture
-1.635899,0.25841,0.924583,1.744915,0.13026,1.0967,-1.293643,-0.112217,0.376849,-0.353891,0.575591,-0.099438,0.327846,Pasture
-2.276387,-2.285572,3.244969,-2.853338,-0.04636,-1.376965,1.332146,0.561496,-0.475567,-1.057052,0.412315,0.753338,-0.238986,Pasture
-2.555763,-2.038354,-0.243554,-1.151719,1.204023,-1.751978,-0.403593,0.034794,1.372393,0.42152,-0.37123,-0.878641,-0.777153,Pasture
-1.110686,-0.298363,2.61847,0.201359,0.274349,-0.267458,-0.630826,-1.535624,0.518917,-1.305952,1.012763,0.900677,-0.637497,Pasture
-2.326803,-1.310895,2.015214,-1.026413,-0.014359,-0.457147,-1.438769,1.211513,-0.805098,-0.014107,-0.33318,0.482723,-0.019547,Pasture
-2.341269,-2.334803,1.029201,-1.959686,-0.570725,-1.189803,1.300677,0.618837,0.379187,0.815055,0.738475,0.428359,-0.623543,Pasture
-2.438262,-1.277161,-0.046211,-0.244733,0.277032,-0.393124,-1.420199,1.37729,-0.072309,-0.67354,0.17405,0.23439,-0.045798,Pasture
-1.091687,-1.683649,2.616416,-1.019843,1.076675,1.572027,0.454386,0.293077,1.503776,-0.108577,0.133674,-0.12035,0.657546,Pasture
-2.185618,-1.72379,0.386164,-1.064221,-1.314313,0.292986,0.459491,1.88965,-0.027121,0.18948,0.136812,0.047633,-0.649166,Pasture
-1.76181,-1.120125,1.896092,-0.145618,-0.117105,0.373973,1.478199,-0.813117,0.213278,-0.43486,0.24801,-0.060153,-0.853535,Pasture
-0.380049,-0.387534,2.511662,-0.515261,-0.650974,-1.647816,-0.585031,-0.303929,0.474839,0.480588,-0.232292,-0.285609,0.638933,Pasture
-2.092246,-1.874607,3.372606,-1.716566,-0.811006,-1.943757,-0.71692,-0.116075,-0.755379,-0.847497,-0.10943,1.22738,-0.412295,Pasture
-0.546182,-0.978936,5.031231,-1.071728,-0.076924,1.942008,0.467056,0.022187,0.451697,-0.352314,-0.615171,0.757273,0.665538,Pasture
-2.071841,-0.559282,0.160609,0.850617,-0.832835,-1.576262,-0.479612,-0.004512,-0.30927,0.338044,0.433301,0.277859,-0.031236,Pasture
-2.747138,-2.149867,3.169104,-1.140596,0.633455,-0.400382,-0.547589,-1.639634,-0.209782,-0.513947,-0.350803,-0.183803,-0.369793,Pasture
-1.825984,-0.759656,-0.642724,0.788975,-0.923332,0.427772,0.453175,1.910178,0.842658,-0.62796,0.75643,-1.459484,-0.301509,Pasture
-1.88378,-0.349807,1.706667,1.011666,-0.303555,0.43356,1.270273,-0.872195,-0.784835,-0.806854,0.366475,-0.977629,-0.027804,Pasture
-0.668283,-0.576325,3.994003,0.673569,-0.874546,2.001815,0.47518,0.168089,0.750836,-0.259827,-0.749915,-0.839368,0.474999,Pasture
-1.717129,-0.710751,1.465105,-0.346998,-0.080291,0.300439,1.314956,-0.962468,-0.299929,0.27726,0.102623,-0.161457,-0.213726,Pasture
-2.350255,-2.560614,1.074416,-1.523004,-1.229029,1.160014,-1.418945,-0.106012,0.536904,-0.357775,0.659077,0.072982,-1.110804,Pasture
-0.856409,-0.499764,1.733976,1.683716,0.974774,0.992326,-1.307001,-0.305109,0.972438,0.053146,-0.595261,-0.126989,0.963259,Pasture
-2.444576,-1.783104,1.7823,-1.37245,0.155343,1.531899,0.51029,0.255617,-0.694289,0.782933,-0.541938,0.188966,-0.202454,Pasture
-1.354205,-0.572385,2.301506,-0.036391,-0.746328,-0.968723,1.399335,0.391949,0.514038,0.777222,-0.611722,-1.24304,-0.312971,Pasture
-0.712002,-0.347506,-0.415,3.009045,0.536731,-0.247025,-0.356946,-1.046462,0.263445,0.282646,0.727517,-0.255277,-1.525558,Pasture
-1.068391,0.695844,0.263103,2.696965,-0.662906,-0.146498,-0.400627,-1.265289,-0.686872,0.696549,0.733493,0.465792,-1.029738,Pasture
-2.285675,-1.300753,1.890041,-0.619181,0.388333,-1.184033,1.280169,0.536919,-0.368261,0.372369,0.175515,-0.225913,0.187505,Pasture
-2.942257,-2.475576,0.472494,-1.732614,-0.404828,-0.319944,-0.673654,-1.430499,-0.443963,-0.650539,1.08697,0.853795,-0.014785,Pasture
-1.234567,0.148508,2.379403,0.078397,-0.470494,-0.413582,-1.650077,1.405079,-1.412041,-1.33263,0.601553,2.051161,-0.041078,Pasture
-1.320833,0.137973,0.352506,0.790408,0.239776,1.59379,0.497069,0.451188,-0.117025,0.570626,0.360238,-1.438896,-0.541413,Pasture
-1.584519,0.089168,0.212331,0.593536,-0.304081,1.658953,0.485931,0.433939,-0.60885,0.110621,0.403497,0.209489,-0.29501,Pasture
-1.445575,-1.110784,2.108202,-0.976921,-1.223404,-0.9064,1.29005,0.434769,-0.470586,-0.108003,0.40795,-1.764328,-0.27532,Pasture
-3.07965,-2.300629,0.095299,-1.021046,0.382857,-0.353937,-0.563585,-1.223588,-0.030079,-0.103131,1.555018,0.381734,0.053744,Pasture
-2.354404,-1.22139,2.328182,0.146827,0.410606,-0.441863,-1.44911,1.243925,-0.824503,-0.525968,-0.691651,0.726206,-0.038691,Pasture
-2.648386,-1.437046,-0.27814,-1.137171,1.891233,0.710367,-1.253246,-0.170431,-0.657566,0.486407,-0.664101,0.551959,-0.292782,Pasture
-0.831751,-1.665753,3.757624,-1.608993,-0.230733,0.361028,1.381943,-1.250409,0.737162,-1.004008,-0.553459,0.721334,0.196272,Pasture
-1.876575,-1.783462,3.399983,-1.399909,-1.122657,-1.645095,-0.5286,-0.179549,-0.343696,0.996395,0.484781,-0.353917,-0.27009,Pasture
-2.843016,-2.253818,-0.615038,-0.874903,-0.409966,-0.233453,-0.505666,-1.331915,0.338846,-0.048473,0.278149,-0.600759,-0.233464,Pasture
-1.382108,-0.130966,0.932143,0.94752,-0.482669,-1.122382,1.338804,0.686239,0.385255,-1.52559,-0.352165,0.230285,-0.786304,Pasture
-1.148918,0.415863,1.13874,0.571192,-0.158368,0.407786,1.297339,-0.862979,-0.829192,-0.78798,0.724135,-0.584466,-0.106745,Pasture
-1.747753,-1.266487,1.274807,-0.3087,-0.127762,-1.759064,-0.470764,0.072437,0.546391,0.903327,0.651269,0.607286,-0.707277,Pasture
-2.117662,-2.211099,1.827343,-0.836044,0.601343,-0.334299,-0.493933,-1.529196,1.230884,1.113533,0.188933,0.073175,0.608264,Pasture
-2.817584,-1.594632,-0.361171,-0.147378,0.171274,1.476368,0.452663,0.510983,-0.371437,0.334863,1.108214,0.278999,0.292654,Pasture
-2.563236,-1.905568,1.428101,-0.89349,1.622859,1.33525,0.498795,0.44733,0.141075,0.26443,0.125431,0.010549,-0.427482,Pasture
-1.863272,-1.343796,0.558273,-0.476678,0.074089,1.632322,0.465255,0.518228,0.020956,0.371089,0.987173,1.221428,-0.927278,Pasture
-2.576627,-2.843323,0.670117,-0.705525,-1.94075,0.503855,1.285151,-0.857415,0.029279,0.844876,0.499718,-0.850825,-0.406261,Pasture
-0.922767,0.06234,1.759469,0.112833,0.224623,0.294226,1.319924,-0.815467,0.909341,0.277596,1.975799,0.868283,0.054387,Pasture
-2.849835,-2.15627,-0.255789,-0.691577,-1.073815,-0.979007,1.20574,0.61682,-0.282073,-0.660645,0.043346,-1.706824,0.034588,Pasture
-1.69145,-1.029111,1.66066,-0.965698,-1.607543,0.36941,0.443882,1.81425,-0.791266,0.389028,0.046588,-0.520385,-0.203562,Pasture
-0.914242,0.034229,3.118517,0.229327,-0.704925,0.47498,1.376024,-1.140298,-0.225845,0.02732,0.249167,0.299034,0.019034,Pasture
-1.293444,-0.029843,-0.351818,0.894634,-0.662218,1.092409,-1.201265,-0.076235,0.639285,0.775584,0.585776,0.455607,-1.003392,Pasture
-0.957739,-0.579362,0.867627,0.099575,0.465033,0.131675,0.484756,1.671928,1.060187,1.175219,0.45809,0.205045,0.941538,Pasture
-0.593653,0.116791,-0.236226,2.177505,0.280821,1.055065,-1.18294,0.108823,0.513951,0.054288,0.688705,-0.797141,-1.478325,Pasture
-2.911144,-2.781607,3.47963,-2.385351,2.035832,0.039311,1.335875,-1.044608,-0.189254,-0.818307,-1.127868,0.1752,-0.356336,Pasture
